Mod ID,Name,Category,Endorsements,Unique Downloads,Total Downloads,Views,Last Update,Original Upload,Creator Name,Uploader Name,Uploader ID,Country,Date Collected
19826,Elaborate Textiles - NPC Clothing Retexture,Clothing,9948,117679,360848,1037562,2012/07/18,2012/07/03,Miss Obsidienne,MissObsidienne,1764056,Germany,2020/01/28
19841,LIAT - Lively Inns And Taverns,Immersion,9741,135037,250049,729910,2012/07/21,2012/07/03,Demidekidasu,demidekidasu,1518551,United Kingdom,2020/01/28
19892,More NPCs,NPC,1070,22509,57035,214568,2013/10/17,2012/07/04,Toby Johnson,tobyjohnson,4879066,Not specified,2020/01/31
19922,Unique Booze Bottles HD,Items and Objects - World,9791,129798,222933,516951,2012/07/14,2012/07/04,XRC,exray catt,1814616,Not specified,2020/01/28
19924,Yet Another Werewolf Improvement,Gameplay Effects and Changes,1394,16556,29501,141106,2012/08/17,2012/07/05,Kevin Kidder,sushisquid,851501,United States of America,2020/01/31
19930,ValkyrieRace_0_0_4out_fx5,"Races, Classes, and Birthsigns",1355,24791,51407,297846,2012/07/22,2012/07/05,Haxid,sajuuk1987,674455,Not specified,2020/01/31
19936,More Saddles,Creatures,3090,32521,73413,279516,2013/12/20,2012/07/05,Laup26,Laup26,4193782,United States of America,2020/01/30
19943,Craftable and Placeable Havok-enabled Bedrolls,Items and Objects - World,4153,35656,61253,214708,2012/08/06,2012/07/05,Neuroliquisity,neuroliquidity,990600,Not specified,2020/01/28
19961,Seratic Armor,Armour,2601,42670,76576,435486,2012/08/31,2012/07/05,Maniczombie,maniczombie,786111,United Kingdom,2020/01/30
20020,No bethesda Intro,User Interface,12893,149986,296991,448015,2012/07/06,2012/07/06,Agonbar,agonbar,1898333,Spain,2020/01/28
20022,Hell Sword,Weapons,4306,63050,97471,447615,2012/07/07,2012/07/06,adaptation by Newermind43,newermind43,2959649,Not specified,2020/01/28
20054,See You Sleep By Madmole,Immersion,5199,69092,135130,445346,2012/11/19,2012/07/07,Madmole,madmole,144415,Not specified,2020/01/28
20077,Tribunal Robes and Masks,Armour,26828,338462,1074701,2707780,2014/09/07,2012/07/07,Zairaam and Natterforme,Natterforme,2102930,Not specified,2020/01/28
20092,Show Race Menu Options,Gameplay Effects and Changes,1922,24804,34879,259494,2013/09/18,2012/07/08,MojoDaJojo,mojodajojo,877999,Mexico,2020/01/31
20118,Khajiit Wild Eyes,Models and Textures,1214,14616,23302,108905,2012/07/16,2012/07/08,Rainkitty,RainKitty,2119303,Ukraine,2020/01/31
20172,Epic Elves race,"Races, Classes, and Birthsigns",7270,103004,309388,1284588,2018/05/28,2012/07/09,zzjay,zzjay,2689072,Italy,2020/01/28
20185,Towns and Villages Enhanced - Riften,Visuals and Graphics,10901,158359,278072,553496,2012/07/17,2012/07/09,Aplestormy,aplestormy,3562725,Not specified,2020/01/28
20193,Sounds of Skyrim - Civilization,"Audio - SFX, Music, and Voice",70592,828954,2104723,2984232,2013/05/07,2012/07/09,Cliffworms,Cliffworms,13821,Canada,2020/01/28
20211,Altairs dagger from Assassins Creed_one-handed nonreplacer,Weapons,2631,37461,56552,318932,2012/07/10,2012/07/10,Shrinkingcash,Shrinkingcash,2726002,Not specified,2020/01/30
20278,Unenchanted Craftable Thieves Guild Armor,Armour,1142,10921,17874,80746,2012/07/11,2012/07/11,blyatzkrieg,blyatzkrieg,4131946,Not specified,2020/01/31
20305,Kynesguard and Daedra Hunter Weapons and Armor,Weapons and Armour,3540,56289,90192,626384,2012/07/17,2012/07/11,Mars,gaijune,504273,United States of America,2020/01/28
20343,RANs Eye Reflection Extender,"Body, Face, and Hair",2608,50352,86191,275494,2012/07/12,2012/07/12,RAN46,RAN46,1713099,Japan,2020/01/30
20345,FTFI Fast Travel From Indoors,Gameplay Effects and Changes,2029,24822,39821,111920,2012/07/12,2012/07/12,Sydney666,sydney666,2108933,Australia,2020/01/30
20351,Monster Mounts - Montures Monstres,Mounts,1618,32698,50967,371943,2016/01/12,2012/07/12,gg77,gg77,4899950,France,2020/01/31
20357,Improved Blacksmithing,Skills and Leveling,2334,27350,42292,147980,2012/07/12,2012/07/12,Kharenis,Kharenis,4006899,Not specified,2020/01/30
20372,Duel Wield 2 Handed Weapons V1,Gameplay Effects and Changes,1181,18502,27803,167899,2013/03/20,2012/07/12,phoenixCr0w,phoenixcrow,2322750,Not specified,2020/01/31
20394,ShowRaceMenu Alternative,Bug Fixes,24931,283868,569630,1461055,2014/02/01,2012/07/13,Seb263,Seb263,825950,France,2020/01/28
20433,ANIMCAM Hotkey - 3rd Person Vanity Camera - oblivion fallout workaround,Gameplay Effects and Changes,1182,14963,31674,222184,2013/03/03,2012/07/13,stonedsquirrel,stonedsquirrel,1584106,Not specified,2020/01/31
20434,Farquars Girl Gwendolyn Tweak,NPC,1121,14219,22587,180568,2012/07/14,2012/07/13,PlasmaJedi,PlasmaJedi,3601329,Not specified,2020/01/31
20436,Really Radiant Raiment - Hidden Vanilla Clothes Unlock,Clothing,1582,11287,18195,138848,2012/07/16,2012/07/13,PlasmaJedi,PlasmaJedi,3601329,Not specified,2020/01/31
20453,Tyrael Armor and El druin sword,Armour,6085,101736,176834,939585,2013/04/23,2012/07/14,Alextrep,alextrep,4187062,Canada,2020/01/28
20460,Dark Brotherhood Babette Replacer -Dawnguard Supported-,NPC,2284,25866,51044,365807,2013/10/08,2012/07/14,ZReincarnation,ZReincarnation,1833507,Not specified,2020/01/30
20483,Women of Skyrim-Enhanced female normalmaps,Models and Textures,13895,164769,384146,1245462,2019/01/17,2012/07/14,zzjay,zzjay,2689072,Italy,2020/01/28
20496,Tamrielic Lore - Chrysamere,Weapons,1721,21582,35602,189511,2012/07/16,2012/07/14,thebigMuh,thebigMuh,421328,Austria,2020/01/31
20521,-Follower- Vampire Eileen (Original),Followers and Companions,1110,16078,36422,225551,2012/10/09,2012/07/15,ZReincarnation,ZReincarnation,1833507,Not specified,2020/01/31
20561,Heartwood Cottage - No Load Doors,Player homes,1115,11130,17776,136956,2012/08/01,2012/07/15,wreznor,wreznor,1961086,Not specified,2020/01/31
20564,Uthgerd Kriegswolfe -Attractive but Lore Friendly Replacer-,Followers and Companions,1527,15768,41523,192605,2013/03/25,2012/07/15,FalmerBane,FalmerBane,3764143,Not specified,2020/01/31
20586,Craftable Clothes and Robes,Clothing,4069,39303,64081,299671,2013/09/01,2012/07/16,squidgy617,squidgy617,4757797,Not specified,2020/01/28
20614,LC-Become King of Riverhelm compatible version,"Castles, Palaces, Mansions, and Estates",1663,41103,75836,423273,2012/08/03,2012/07/16,Locaster,Locaster,2775819,Brazil,2020/01/31
20618,JackoOs Knightly Armory,Armour,2843,41561,103459,646151,2012/12/18,2012/07/16,JackoO,xxxNEOxxx,160174,Not specified,2020/01/30
20681,SkyXP,Skills and Leveling,1907,23479,44688,297619,2012/08/15,2012/07/17,weimer,weimer,2520649,Not specified,2020/01/31
20700,Dark Brotherhood Reborn - Dawnstar Sanctuary,Guilds/Factions,10925,154220,284542,807848,2016/11/11,2012/07/18,aluckymuse,mysticentity,4825044,United States of America,2020/01/28
20721,Advanced Skyrim Overhaul (aka Nature of the beast II) - werewolf werebear necromancer and dwemer overhauls included,Overhauls,3488,38338,100093,787125,2016/04/16,2012/07/18,gulogulo,gulogulo,899566,Not specified,2020/01/28
20729,Ashara Followers Faces,Followers and Companions,1191,8980,21240,178603,2014/01/04,2012/07/18,SydneyB,SydneyB,259193,Spain,2020/01/31
20751,The Dawnspire,Player homes,1455,15179,34617,217290,2013/03/13,2012/07/19,Sjogga90,Sjogga,3924910,Not specified,2020/01/31
20756,Underground Gladiator Arena,Guilds/Factions,1430,28602,42839,220465,2012/07/19,2012/07/19,DodgeBullets,DodgeBullets,4875131,Not specified,2020/01/31
20780,Nordic Conqueror Armor,Armour,1474,19111,30147,329419,2012/07/19,2012/07/19,FrankDema,frankdema,3805873,Italy,2020/01/31
20781,Project ENB,ENB Preset,44964,601186,1634831,4926144,2014/05/02,2012/07/19,Bronze316,bronze316,663989,Not specified,2020/01/27
20787,Cerwiden -SMART Healer- AI Configurable Companion,Followers and Companions,22219,226703,605557,2322244,2013/01/28,2012/07/19,Mujuro,Mujuro,1715621,Not specified,2020/01/28
20792,aMidianBorn Steel Plate Armor,Models and Textures,12622,144543,263256,761683,2012/11/26,2012/07/19,CaBaL,CaBaL120,571605,Italy,2020/01/28
20801,Texture Pack Combiner,Utilities,11070,165292,287224,2134136,2013/08/12,2012/07/20,Cestral,cestral,676369,Not specified,2020/01/28
20812,BFF Animal Companions,Followers and Companions - Creatures,2216,30813,87167,324311,2012/09/14,2012/07/20,Grace Darkling and Sollar,Sollar,4017065,Not specified,2020/01/30
20836,Paladin Armor by Hothtrooper44,Armour,2145,31286,47280,490142,2012/10/20,2012/07/20,hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/30
20861,Horns Are Forever,"Body, Face, and Hair",3048,27186,55551,179576,2012/07/21,2012/07/21,Chilean Wolf,Chilean Wolf,719960,Chile,2020/01/30
20889,Bellyaches New Dragon Species,Creatures,12882,147183,293615,903260,2015/07/25,2012/07/21,Bellyache and Sepherose,wrig675,84873,United States of America,2020/01/28
20900,Bandanas of Skyrim,Clothing,2951,31713,53431,249052,2012/07/26,2012/07/22,volvaga0,volvaga0,3147615,United Kingdom,2020/01/30
20903,Armor Disguises,Gameplay Effects and Changes,2643,36629,62982,269245,2013/01/30,2012/07/22,Lord Darkga,LordDarkga,2798018,Not specified,2020/01/30
20910,Mark Books as Read,Gameplay Effects and Changes,1439,13944,25632,102002,2019/02/06,2012/07/22,XJDHDR,XJDHDR,625820,New Zealand,2020/01/31
20911,Seadog Pirate Armor,Armour,3252,44824,73294,540506,2012/10/24,2012/07/22,hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/30
20923,TK Dodge,Animation,29209,457741,1152135,2357294,2018/04/10,2012/07/22,tktk,tktk1,3841389,Japan,2020/01/28
20926,Fix for combat music,"Audio - SFX, Music, and Voice",3236,30022,55078,163768,2012/10/13,2012/07/22,Amras Anarion,amrasanarion,2179957,France,2020/01/30
20997,Infinte Shouts,Cheats and God items,2402,29278,48886,148653,2012/07/23,2012/07/23,Lord Darkga,LordDarkga,2798018,Not specified,2020/01/30
21037,Custom Sigils DIY,Modders Resources and Tutorials,1677,17804,59081,270403,2012/08/26,2012/07/24,Hoax2,trebtreb,1000995,Not specified,2020/01/31
21059,VictoriaG Menu Replacer 2,User Interface,1996,28544,36270,313185,2012/10/24,2012/07/25,VictoriaG,VictoriaG,759307,United Kingdom,2020/01/31
21062,Darker_Caves_Dungeons_Ruins_Towers_Nights,Gameplay Effects and Changes,1317,16115,28112,101291,2013/07/03,2012/07/25,lightningluke,lightningluke,2951589,Not specified,2020/01/31
21103,Bandanas and Blindfolds Revised,Armour,1528,16468,30482,190296,2012/07/26,2012/07/26,brokefoot and volvaga0,brokefoot,3575696,United States of America,2020/01/31
21114,Shelyn - Healer Companion,Followers and Companions,1100,15876,28457,169475,2013/01/12,2012/07/26,aodnagne,aodnagne,124715,Not specified,2020/01/31
21120,Heavy Armory - New Weapons,Weapons,23741,337850,867284,2142749,2016/11/19,2012/07/26,PrivateEye,PrivateEye,887024,Netherlands,2020/01/28
21123,The Wilds ENB,ENB Preset,4763,82043,172272,1039612,2013/02/24,2012/07/26,Lunanella,LSiwora,2099379,Not specified,2020/01/28
21125,Dread Hunter and Huntress Armor Echo,Armour,10395,143800,297775,1550653,2012/08/12,2012/07/26,Echo 1162,echo 1162,178611,Not specified,2020/01/28
21148,Towns and Villages Enhanced - Solitude,Visuals and Graphics,10405,152274,251837,478171,2012/07/26,2012/07/26,Aplestormy,aplestormy,3562725,Not specified,2020/01/28
21163,Immersive Armors for NPCs,Armour,5846,88262,161484,539893,2012/08/05,2012/07/27,ToolMJK,toolmjk,3231761,Not specified,2020/01/28
21168,Dragons Crown Sorceress Outfit for UNPB-BBP x,Armour,1911,28791,47332,365984,2012/07/27,2012/07/27,xp32,xp32,183089,Indonesia,2020/01/31
21181,Battlemage Armor,Armour,1494,18011,27645,286688,2012/08/20,2012/07/27,Sword13,Sword13,3816595,Not specified,2020/01/31
21184,Children of Skyrim - New Nord Presets and MORE - by FastestDog - FULLY SEVENBASE 7B UNPB CBBE RACEMENU ECE COMPATIBLE,"Body, Face, and Hair",2439,25153,94585,452983,2013/10/16,2012/07/27,FastestDogInTheDistrict,FastestDogInTheDistrict,3538713,Not specified,2020/01/30
21205,Glorious Environments - Riverwood Forest,Environmental,1803,32324,52305,216501,2015/07/09,2012/07/27,Cooleoj,Cooleoj,920551,Not specified,2020/01/31
21211,SkyRealism - Encumbrance,Immersion,1054,13218,26002,146374,2012/12/12,2012/07/28,MTichenor,IndigoNeko,2071659,Not specified,2020/01/31
21215,Additional Player Voices for Skyrim,"Audio - SFX, Music, and Voice",4476,61051,110331,470636,2012/12/20,2012/07/28,nanahane,nanahane,4911907,Japan,2020/01/28
21224,SkyRealism - Capacity,Immersion,1441,21190,46435,224773,2013/01/08,2012/07/28,MTichenor,IndigoNeko,2071659,Not specified,2020/01/31
21225,No More Stupid Dog Comments,"Audio - SFX, Music, and Voice",1333,7370,11400,69939,2012/07/28,2012/07/28,TheWinterhawk,TheWinterhawk,4344567,Germany,2020/01/31
21228,Spellbinder Armor,Armour,6806,86854,148352,939313,2012/10/24,2012/07/28,hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/28
21232,Skyrim - Glowing Eyes v4,Models and Textures,3484,51302,100984,346347,2016/02/28,2012/07/28,dumle35,dumle35,4244118,Not specified,2020/01/28
21256,The Oblivion Realms Serie - The Gate of Solitude,Dungeons - New,6473,83631,181550,743486,2019/10/23,2012/07/28,MurderWrath and MannyGT,MurderWrath,3771447,Not specified,2020/01/28
21261,Hammerfell Bandits,Guilds/Factions,1033,15105,24529,129439,2012/10/04,2012/07/28,samv96UK,samv96UK,4286516,United Kingdom,2020/01/31
21265,Lore-Based Loading Screens,Immersion,26786,269726,548816,1020112,2016/10/29,2012/07/28,Chesko,Chesko,187943,Not specified,2020/01/28
21277,Skyrim Alt-tab mouse fix,Utilities,1933,41337,68488,301128,2012/11/12,2012/07/29,wheybags,wheybags,636249,Not specified,2020/01/31
21341,Ebony Mage Armor by Natterforme,Armour,1859,22576,34370,271121,2012/10/23,2012/07/30,Natterforme,Natterforme,2102930,Not specified,2020/01/31
21344,Bows Draw Faster,Gameplay Effects and Changes,1448,17920,30273,136562,2013/03/06,2012/07/30,tg08096,tg08096,2263126,United States of America,2020/01/31
21366,Chinese armours and weapons,Weapons and Armour,2560,33721,61219,489750,2012/08/02,2012/07/30,ken-fly,kevinchen1982,1622587,China,2020/01/30
21374,Understone Keep Fountains and Rubble,"Cities, Towns, Villages, and Hamlets",1066,8001,13894,57768,2014/02/14,2012/07/30,Venatoris,Venatoris,314575,United States of America,2020/01/31
21377,Automatic Variants,Utilities,15605,184821,857178,1561025,2015/10/13,2012/07/30,Leviathan1753,Leviathan1753,862590,United States of America,2020/01/28
21392,Skyrim performance and crash prevention Tutorial Information and SKSE ini,Modders Resources and Tutorials,5375,68854,122304,537905,2015/10/05,2012/07/31,draco1122,draco1122,1842864,United States of America,2020/01/28
21435,Max all Skills - Tomb of Experience,Skills and Leveling,3327,32980,58089,161436,2012/07/31,2012/07/31,MontaugeX,montyx,4965320,Not specified,2020/01/30
21454,Haven Bag,Player homes,12625,132313,295737,770975,2016/11/04,2012/08/01,Haishao,Caithe,1730967,Canada,2020/01/28
21457,Saber Lily - Caliburn Armor for UNPB,Armour,1449,23265,48376,334708,2012/08/24,2012/08/01,Norakuro - edited by xp32,xp32,183089,Indonesia,2020/01/31
21459,Nouserheres Ears,"Body, Face, and Hair",5612,71009,123200,479260,2012/08/05,2012/08/01,Nouserhere plus Badmagic,Badmagic,84582,United Kingdom,2020/01/28
21488,Ultimate NPC Face Unlocker,"Body, Face, and Hair",2175,29306,47117,288151,2012/08/01,2012/08/01,TheMagician,TheMagician,563243,Not specified,2020/01/30
21512,SKYrim Perk Extravaganza -- SkyPE,Skills and Leveling,1737,21575,42290,209489,2015/10/17,2012/08/02,Magickman12,magickman12,1487441,Not specified,2020/01/31
21525,Grass and Grass,Visuals and Graphics,1595,27771,40935,186705,2012/12/03,2012/08/02,MannyGT,mannygt,3150929,Italy,2020/01/31
21540,Vilkas and Farkas by Netherwalk,Followers and Companions,3038,30804,81950,383652,2013/03/10,2012/08/02,netherwalk,netherwalk,1784046,United States of America,2020/01/30
21542,StarX AV Packages,Creatures,3276,58527,541821,317743,2013/04/11,2012/08/02,StarX,StarX,441083,Netherlands,2020/01/30
21552,SkyRealism - Time and Travel,Immersion,4068,42427,78988,338903,2012/12/12,2012/08/02,MTichenor,IndigoNeko,2071659,Not specified,2020/01/28
21572,Blood Witch Armor,Armour,13681,156645,354335,1752231,2012/08/05,2012/08/03,Zerofrost Satyr,Zerofrost,3140055,Not specified,2020/01/28
21576,Beans Badass Women-- THE COMPILATION,Followers and Companions,1049,7938,22427,220820,2012/08/27,2012/08/03,sumojellybean,sumojellybean,2996604,Canada,2020/01/31
21587,Character Creation Overhaul - Races - Birthsigns - Classes - Skills - Specializations - Attributes,Gameplay Effects and Changes,33960,369852,890350,2710433,2014/01/01,2012/08/03,Syclonix,syclonix,59982,United States of America,2020/01/27
21615,Dawnguard no Vampire Attacks,Gameplay Effects and Changes,1867,18973,37051,219823,2013/08/04,2012/08/03,Beaker,beaker,84402,Not specified,2020/01/31
21631,Vampire Lords can Loot and Activate,Overhauls,5650,71404,145495,406323,2012/08/25,2012/08/04,DarkenDE,DarkenDe,1408499,Not specified,2020/01/28
21650,-Follower- Saber from Fate Stay Night,Followers and Companions,1500,18110,54075,287692,2012/11/26,2012/08/04,ZReincarnation,ZReincarnation,1833507,Not specified,2020/01/31
21659,Craftable Crossbows and Bolts for all,Weapons,3388,39816,64579,209466,2012/08/04,2012/08/04,remnantsoldier,remnantsoldier,2170528,Not specified,2020/01/30
21660,Revamped Vampire Lord,Gameplay Effects and Changes,1119,13405,29200,172235,2012/08/13,2012/08/04,Mercurius85,Mercurius85,5099156,Netherlands,2020/01/31
21661,Crossbow Bolts For Vendors,Weapons,1062,11927,19638,60537,2012/08/08,2012/08/04,remnantsoldier,remnantsoldier,2170528,Not specified,2020/01/31
21662,Void armor by Hentai - UNPB BBP conversion,Armour,1534,22499,36135,310089,2012/08/04,2012/08/04,Hentai - edited by Calyps and xp32,xp32,183089,Indonesia,2020/01/31
21666,Crossbows Revamped,Weapons,3135,39917,90402,324168,2012/11/20,2012/08/04,ciedeeh and DJjojo,ciedeeh,2605085,United States of America,2020/01/30
21689,Bat Travel Vampire Power,Magic - Spells & Enchantments,9076,105815,231717,710173,2014/01/29,2012/08/04,Didymus Ei,DidymusEi,5103029,Not specified,2020/01/28
21700,House of Horrors Alternate Ending,Quests and Adventures,2588,50799,85201,265699,2012/08/05,2012/08/05,Kevin Kidder,sushisquid,851501,United States of America,2020/01/30
21701,Elegant Vampire Armor - Dawnguard,Clothing,3301,31848,71621,508329,2012/08/23,2012/08/05,DianoraRose,DianoraRose,2542593,Not specified,2020/01/30
21705,Dark Nemesis Armor - Ebony Reincarnation,Weapons and Armour,5584,71836,140151,810416,2012/08/08,2012/08/05,lKocMoHaBTl,lKocMoHaBTl,2361177,Not specified,2020/01/28
21720,Left Hand Rings,Clothing,43862,414630,836351,1565689,2015/04/08,2012/08/05,duggelz,duggelz,702221,Not specified,2020/01/27
21723,True Vampire Lord,Overhauls,1090,14126,24532,149587,2012/08/06,2012/08/05,Sann,alexs9k,1288394,Not specified,2020/01/31
21765,Read And Learn Speechcraft Speech,Skills and Leveling,5912,57156,106027,223478,2012/08/10,2012/08/05,Dryblood,dryblood,1736631,Serbia,2020/01/28
21770,Ultimate Dragon Allies - Odahviing and Durnehviir,Gameplay Effects and Changes,1265,11516,29165,124780,2013/11/16,2012/08/05,Gilgamesh,guerillamoderno,3143687,United States of America,2020/01/31
21787,Dawnguard Lava Imagespace Fix,Bug Fixes,1258,15880,26655,58592,2012/08/06,2012/08/06,Solar T,SolarTails,180964,United States of America,2020/01/31
21790,English Strings for Skyrim,User Interface,1930,22027,45368,178997,2014/08/31,2012/08/06,Seraphiel,SeraphielAU,3629835,Australia,2020/01/31
21809,Dawnguard - Jiubs Opus Quest Markers,Quests and Adventures,8840,76427,140483,294627,2012/08/31,2012/08/06,Nightterror,Demonise69,755772,Not specified,2020/01/28
21857,Unexpected Blades,Weapons,1653,19825,34864,225906,2012/08/14,2012/08/07,Naranjisimo and testhc,naranjisimo,2858594,Chile,2020/01/31
21866,SkyRealism - Crafting Kits,Immersion,1258,12817,22626,118014,2013/01/03,2012/08/07,MTichenor,IndigoNeko,2071659,Not specified,2020/01/31
21884,Craftable Vampire Armory-Jewelry-Bone Hawk Ring,Armour,1116,11434,26210,127898,2013/06/07,2012/08/07,ThunderTNT,ThunderTNT,1570904,Finland,2020/01/31
21887,New Animation Pack,Animation,6258,90079,168948,855489,2013/01/13,2012/08/07,xp32,xp32,183089,Indonesia,2020/01/28
21918,Vjarkell Castle,Player homes,4574,55805,101679,682353,2014/06/15,2012/08/08,PyHarmonic,PyHarmonic,647269,Not specified,2020/01/28
21921,Normal Dawnguard Vampire Faces,"Body, Face, and Hair",4338,52759,103957,352767,2012/08/08,2012/08/08,jm220,jm220,1174012,Not specified,2020/01/28
21922,Dawnguard Crossbow Explosive Bolts Visualized,Models and Textures,4983,60473,194669,284145,2015/09/20,2012/08/08,MadCat221,Madcat221,115378,Not specified,2020/01/28
21933,Vampire Lord drain with Serana fixed,Bug Fixes,3412,28261,50847,212432,2012/08/08,2012/08/08,Thivus,Thivus,3527674,United States of America,2020/01/28
21936,Playable Dawnguard Snow Elf Race,"Races, Classes, and Birthsigns",1980,24056,39665,419713,2013/01/12,2012/08/08,TacobananaMan and SONNYSPAK,TacobananaMan,2833461,Not specified,2020/01/31
21991,Sedethul,Weapons,1415,20671,35233,154975,2012/08/10,2012/08/08,InBleedingRapture,InBleedingRapture,2166450,United States of America,2020/01/31
22033,UNP Dawnguard Armors,Armour,12859,126066,410683,842206,2013/03/21,2012/08/09,Exeter,exeter,166658,Not specified,2020/01/28
22037,Snow Elf Playable Race,"Races, Classes, and Birthsigns",1170,17506,28180,260515,2012/08/24,2012/08/09,iM1TCH,iM1TCH,3771657,United Kingdom,2020/01/31
22041,Seranas Vampiric Sword Dawnguard Addon,Weapons,1239,13070,21726,196255,2012/08/10,2012/08/09,holugar,Holugar,4126226,Lithuania,2020/01/31
22043,Meeko The Husky,Followers and Companions - Creatures,1265,12732,22346,127951,2013/07/07,2012/08/09,aBaDmAn91,aBaDmAn91,543308,Norway,2020/01/31
22050,Serana-ARMOR REPLACER,Followers and Companions,1231,16735,29163,244487,2012/08/16,2012/08/09,Noider,Noider,1143563,United States of America,2020/01/31
22056,RealLike ENB,ENB Preset,9030,133504,262355,1324523,2016/04/24,2012/08/09,s3b3k87,s3b3k87,3030053,Poland,2020/01/28
22057,Better Wards,Magic - Spells & Enchantments,2302,26329,45245,157049,2017/01/03,2012/08/09,renketsu0,renketsu0,4958207,United States of America,2020/01/30
22065,aMidianBorn Leather Armor,Models and Textures,6822,67748,116096,389850,2012/08/09,2012/08/09,CaBaL,CaBaL120,571605,Italy,2020/01/28
22113,Daedric Crossbow,Weapons,11660,140930,335981,800181,2012/12/30,2012/08/10,DJjojo,DJjojo,2977948,Not specified,2020/01/28
22115,Convenient Horses - Komfortable Pferde - German Version,Creatures,2699,19596,54455,161026,2014/01/02,2012/08/10,EV Mitchalek DV Bulwyf - Deigradius,Bulwyf,129322,Not specified,2020/01/30
22119,Bandolier - Dawnguard,Items and Objects - Player,12355,137979,272571,564963,2012/08/10,2012/08/10,Dragten,Dragten,1486540,Denmark,2020/01/28
22124,Hush Doggy,Followers and Companions - Creatures,2551,16955,27523,104305,2012/08/10,2012/08/10,Luthrael,Luthrael,193728,United Kingdom,2020/01/30
22132,Vampire Lord Collision Fix,Bug Fixes,3187,32813,56262,170790,2012/08/10,2012/08/10,Mercurius85,Mercurius85,5099156,Netherlands,2020/01/30
22134,Werewolf Perks Expanded - Dawnguard,Gameplay Effects and Changes,12647,125933,274352,768303,2014/08/19,2012/08/10,MichaelDusk,MichaelDusk,4914675,Not specified,2020/01/28
22155,Housecarls by Netherwalk,Followers and Companions,1863,20908,46761,266696,2013/03/10,2012/08/11,netherwalk,netherwalk,1784046,United States of America,2020/01/31
22184,Malkav17 Automatic Variants packages,Creatures,1547,12437,28657,102912,2016/08/17,2012/08/11,Malkav17,malkav17,396308,Czech Republic,2020/01/31
22239,Dawnguard Vampire Armors CBBEv3 Echo,Armour,6992,75811,142408,766184,2012/08/12,2012/08/12,Echo 1162,echo 1162,178611,Not specified,2020/01/28
22264,Vampire Lord Style Vampiric Grip and Drain spells,Magic - Spells & Enchantments,1256,18555,33597,187623,2012/09/26,2012/08/12,watcher2030,watcher2030,436264,Philippines,2020/01/31
22273,More Salt,"Mercantiles (shops, stores, inns, taverns, etc)",1587,17258,29294,70736,2012/08/12,2012/08/12,Stefanos Zilellis,szilellis,646184,Not specified,2020/01/31
22274,Predator Vision - Vampire Werewolf and Khajiit,Gameplay Effects and Changes,28284,226844,572429,1509198,2013/04/01,2012/08/12,Gopher,Gopher,38219,Norway,2020/01/28
22300,Summer Skyrim,Environmental,5444,67213,187631,633454,2014/04/30,2012/08/12,Ichibu,Ichibu,2063119,United Kingdom,2020/01/28
22303,Dragonbone Crossbow,Weapons,3871,47905,80307,334102,2012/08/17,2012/08/12,DJjojo,DJjojo,2977948,Not specified,2020/01/28
22307,Categorized Favorites Menu Oni Edition,User Interface,6244,61617,159576,375508,2013/02/15,2012/08/12,Onigamibr,Onigamibr,3523784,Brazil,2020/01/28
22330,Tundra Defense - Construct Your Own Outpost,Gameplay Effects and Changes,10490,131880,263216,1214643,2012/11/16,2012/08/13,Elderwind,Elderwind,367899,United States of America,2020/01/28
22368,Liliths Sickle - Custom Scythe,Weapons,10219,139202,244285,923480,2014/01/07,2012/08/13,wiikki,wiikki,2407268,Finland,2020/01/28
22369,Oblivion Gates,Items and Objects - World,4845,54902,111011,338099,2015/06/01,2012/08/13,Mr C Racer,MCR,2078352,Not specified,2020/01/28
22382,The New Serana,Followers and Companions,1896,21314,48789,381466,2012/12/02,2012/08/14,Beans,sumojellybean,2996604,Canada,2020/01/31
22407,Avatar of Balthazar,Armour,4467,63081,98554,530690,2012/08/17,2012/08/14,newermind43,newermind43,2959649,Not specified,2020/01/28
22420,Flame and Frost Atronach Textures for Automatic Variants,Models and Textures,2734,53961,95294,225962,2012/09/26,2012/08/14,Legend Aeternus,LegendAeternus,4959367,Not specified,2020/01/30
22477,No Vampire Sunken Face for ECE - BFG - The Ashen Race and Vanilla Males,Models and Textures,2077,36061,74273,319927,2012/08/29,2012/08/15,Azarathkhan,azarathkhan,4926839,Not specified,2020/01/30
22517,Crimson Nirnroot Markers,Gameplay Effects and Changes,5142,43481,80581,179835,2014/07/20,2012/08/16,MercAngel,MercAngel,4081345,Not specified,2020/01/28
22522,Female Vampires Have Fangs,Models and Textures,11653,120180,239794,694512,2012/08/16,2012/08/16,Acdale,Acdale,439020,United States of America,2020/01/28
22524,The Companions by Netherwalk,Followers and Companions,1214,11174,26526,187471,2013/03/10,2012/08/16,netherwalk,netherwalk,1784046,United States of America,2020/01/31
22545,dwarven rifle Crossbow tipe,Weapons,3294,52391,108512,520362,2012/11/06,2012/08/16,mahty,mahty,3578684,Not specified,2020/01/30
22565,Royal Bloodline - Vampire Lord perk tree - abilities - and more,Skills and Leveling,18590,225088,742193,1597446,2016/02/21,2012/08/17,xyks and Tx12001,xyks,2183883,Not specified,2020/01/28
